series_rank,series_id,label,variant,source_log,segment_index,phase,split,eval_scope,metric,iteration,train_iters,consumed_samples,iter_ms,value
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,550,5000,563200,6167.5,3.884115
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,560,5000,573440,6003.4,3.876462
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,570,5000,583680,8831.2,3.858447
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,580,5000,593920,9451.8,3.857228
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,590,5000,604160,14441.1,3.842109
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,600,5000,614400,9464.1,3.830305
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,610,5000,624640,9787.8,3.843394
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,620,5000,634880,11869.6,3.795393
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,630,5000,645120,11850.7,3.803705
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,640,5000,655360,11886.0,3.792216
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,650,5000,665600,11910.9,3.788544
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,660,5000,675840,11901.4,3.780579
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,670,5000,686080,11908.1,3.769994
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,680,5000,696320,11904.7,3.738127
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,690,5000,706560,11904.6,3.737132
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,700,5000,716800,13743.6,3.744183
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,710,5000,727040,11903.4,3.744937
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,720,5000,737280,11886.0,3.683808
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,730,5000,747520,11903.6,3.714877
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,740,5000,757760,11912.7,3.698884
0,diloco_baseline,DiLoCo Full Sync,diloco_baseline_5000,/data/yzhu/megatron-lm-moe-exp/logs/moe1b_diloco_baseline_5000_seed42_20260320_223604.log,0,train,train,,loss,750,5000,768000,11903.9,3.696765
